cat_name,com_id,com_logo_archive,com_name,com_prov,com_scope_id,current	,invse_currency_id,invse_day,invse_detail_money,invse_guess_particulars,invse_month,invse_round_id,invse_year,round
硬件,2666,05936bf273cde2500c79b5ec832161b4.jpg,锤子科技,北京,103,,1,7,100000,50.00,8,11,2017,战略投资
体育运动,4475509,2bf72457073292e902531abc9cc6c097.png,动因体育,北京,210,,1,28,50000,50.00,9,3,2017,B轮
金融,4028,archive/4028.png,微贷网,浙江,12,,1,20,100000,50.00,5,4,2016,C轮
物流,35847,189f014dc2180362749d19827162b18d.png,天地汇,上海,211,,1,23,50000,50.00,3,4,2018,C轮
医疗健康,44213,dd2139c062e223a3b43c928c0161c8c3.png,众友健康,甘肃,47,,1,6,50000,50.00,9,11,2016,战略投资
汽车交通,9873,archive/9873.png,车享,上海,28,,1,1,100000,50.00,12,3,2017,B轮
汽车交通,7672235,4f149b35322fd263c87ee507703f6594.png,零跑科技,浙江,28,,1,29,40000,50.00,1,12,2018,Pre-A轮
企业服务,32927,a87b9e9cde74a04d000ff7d58b068bfe.jpg,CTG易才集团,北京,126,,1,28,200000,50.00,11,5,2016,D轮
游戏,26500,6be2fff7a40514e6475d870c82bf8cdf.jpg,熊猫直播,上海,80,,1,25,100000,50.00,5,3,2017,B轮
文化娱乐,1948,archive/1948.png,蜻蜓FM,上海,115,,1,22,100000,50.00,9,6,2017,E轮
企业服务,650,6cbd6d02d1c17af1d1268fe734036b9b.png,七牛云,上海,126,,1,28,100000,50.00,8,6,2017,E轮
物流,10492,archive/10492.png,全峰快递,北京,211,,1,2,125000,50.00,11,11,2016,战略投资
企业服务,20253,84f47db92024e9995535ecb38fbcc53d.png,汇桔网,广东,126,,1,8,68000,50.00,4,11,2018,战略投资
金融,14302,archive/14302.png,狮桥集团,北京,12,,1,11,100000,50.00,7,11,2018,战略投资
医疗健康,33203843,ce0709b9a673380f2753c78ce2f37f5a.png,同润生物,上海,47,,2,28,15000,48.75,7,2,2018,A轮
本地生活,32264147,72a0db9dd45d7ae84732ba04323dfa4c.png,每日优鲜便利购,北京,70,,2,29,14400,46.80,12,3,2017,B轮
金融,53066,aed248b11a5054efa05b5f5d095896d8.jpg,用钱宝,北京,12,,1,28,46600,46.60,3,4,2017,C轮
金融,10514,bee0e051e005dde7cdd7e639ad8e5669.png,百融大数据,北京,12,,1,18,100000,46.00,4,4,2018,C轮
金融,30576,71020d2b37bfb74dcd5bebdb6ead7879.png,紫晶通财,广东,12,,2,2,30000,46.00,11,5,2016,D轮
本地生活,70,7ce0b43955a73d7080067553047294d9.png,婚礼纪,浙江,70,,2,10,--,45.50,7,19,2018,C+轮
医疗健康,43061,7fb633f9fc519c7cbfec58bf43eea773.png,奕安济世,浙江,47,,2,6,3500,45.50,6,16,2018,B+轮
金融,11125,007639e1b64862e7484ef7d4f3ffac7d.jpg,我来贷,广东,12,,1,8,150000,45.00,11,11,2017,战略投资
硬件,29368498,0182cba224026229297b87dae6024231.png,ThinkForce熠知电子科技,上海,103,,1,14,45000,45.00,12,2,2017,A轮
企业服务,2159,20de73c6eddb10618694d8f073584740.jpg,个推,浙江,126,,1,28,--,45.00,6,6,2017,E轮
文化娱乐,6242,archive/6242.png,磨铁图书,北京,115,,1,4,30000,45.00,7,4,2017,C轮
电子商务,1687,archive/1687.png,洋码头,上海,145,,1,14,--,45.00,11,4,2017,C轮
金融,26005,17c93a1fa61ba67608cc6c639679921d.jpg,BBD数联铭品,四川,12,,1,9,44000,44.00,2,6,2018,E轮
文化娱乐,4,archive/4.png,唱吧,北京,115,,1,22,--,43.00,1,6,2016,E轮
旅游,151,aa2bee9886318b1282159dd4051fbd20.png,马蜂窝旅游网,北京,57,,2,12,13300,42.90,12,5,2017,D轮
金融,47156,661db401fcfda17df7ea0965fe97f2de.png,钱包生活,北京,12,,1,19,100000,40.00,9,3,2017,B轮
电子商务,37778,7fd74b44ff3bdb335a9beedb9ddcb274.jpg,卖货郎,广东,145,,1,27,100000,40.00,2,2,2017,A轮
本地生活,81934,43d06191676f159465aae73a9e3a51ab.png,猩便利,上海,70,,1,11,--,40.00,6,11,2018,战略投资
体育运动,42720,028d680a28830cb0d1986c3b4543926a.jpg,英雄体育,天津,210,,1,13,--,40.00,3,3,2017,B轮
房产服务,1218,archive/1218.png,优客逸家,四川,38,,1,10,100000,40.00,5,4,2018,C轮
旅游,17722,9fdedbdae3385507bea8e8af3dfcc2d8.jpg,寰宇旅游,北京,57,,1,6,70000,40.00,11,4,2017,C轮
电子商务,1252,archive/1252.png,三只松鼠,安徽,145,,1,16,30000,40.00,9,5,2015,D轮
金融,25061,f29a7b216489913b6dac133c959c813c.png,迪蒙科技,广东,12,,1,11,50000,40.00,8,2,2015,A轮
金融,28655,1f568643484d33b19d1016434e199ab4.jpg,大数金融,广东,12,,1,7,80000,40.00,7,4,2017,C轮
企业服务,1909,ec66c646f261fb68e295a08b51398f91.png,思必驰,江苏,126,,1,26,50000,40.00,6,5,2018,D轮
体育运动,11782,archive/11782.png,虎扑体育,上海,210,,1,12,61800,40.00,1,6,2018,E轮
企业服务,32164,5b319959382ce4f466f19aea1873cd66.png,明略数据,北京,126,,1,31,100000,40.00,10,4,2017,C轮
金融,6979,archive/6979.png,付融宝,江苏,12,,1,5,80000,40.00,7,3,2018,B轮
文化娱乐,11566,298254539f21a199dc5545bc432df9cf.PNG,米粒影业Mili Pictures,江苏,115,,1,20,--,40.00,5,4,2016,C轮
医疗健康,25126,20430b77dd5d1259d9e54562136910d1.png,亚盛医药,江苏,47,,1,18,100000,40.00,7,4,2018,C轮
本地生活,2234,f8debc3ca4881c3ccd05e1523fc7b5e0.jpg,美味不用等,上海,70,,1,11,40000,40.00,5,5,2018,D轮
金融,58408,486581a1b8ce5d7eaa4e6a75618910bb.png,趣彩网,广东,12,,2,19,5000,39.00,1,3,2017,B轮
房产服务,28825,80fff70806e68aec86d9c11f8542591d.png,梦想加,北京,38,,2,13,12000,39.00,8,4,2018,C轮
汽车交通,67036,f3a351a04ae6eb68665551dd6c8fbf12.jpg,Roadstar.ai,广东,28,,2,15,12800,39.00,5,2,2018,A轮
硬件,18706,cee1fd20f5b4530b4c351f62e6b2bfc8.png,小牛电动,北京,103,,2,1,--,39.00,1,3,2017,B轮
医疗健康,32163,d8e1798aa9d9cde603de56394cc0b302.png,健客,北京,47,,2,5,13000,39.00,9,3,2018,B轮
金融,27666,02e3c852a3f1fc9f67fe4378292f7e84.png,e代理,上海,12,,2,12,--,39.00,7,4,2018,C轮
教育,23410,2bcb1cdb11a80691d89637f1e7776f9e.png,作业盒子,北京,1,,2,1,10000,39.00,2,4,2018,C轮
硬件,15133,661ee5844cdafc2775452f39638e46b9.png,小鱼在家,北京,103,,2,15,8000,39.00,5,19,2018,C+轮
电子商务,17910,3516f98c27bee26c886e2f6d1a819246.jpg,找油网,上海,145,,2,1,15000,39.00,8,19,2018,C+轮
电子商务,5743,bc74b032564cbc6f26e6214207de61ae.png,美乐乐家居网,天津,145,,2,9,1280,38.35,10,11,2017,战略投资
硬件,23240,b0f56f304388d7dacb8034a37f0d2dd4.jpg,暴风TV,广东,103,,1,7,80000,38.00,12,11,2017,战略投资
电子商务,49177,ae1c3a95e7fc95c993025b3baebee949.png,云集微店,浙江,145,,2,23,12000,37.70,4,3,2018,B轮
物流,55044,fad23451e61b3c2c8ab6f7b89db193bd.png,中铁物流,北京,211,,1,8,100000,37.50,4,11,2018,战略投资
硬件,23450,de1b6cf8248b95d7e9bb0fe52e727ed5.jpeg,Rokid,浙江,103,,2,18,10000,37.05,1,4,2018,C轮
金融,83804,c2843bbac81075e76871f6b08aacc748.png,TNG Wallet,香港,12,,2,11,11500,36.73,9,2,2017,A轮
汽车交通,33148,9e20a767c687f6f1e093d15df10cce2c.png,图森未来,北京,28,,2,21,5500,35.75,11,4,2017,C轮
医疗健康,25638,555284180b51b00682b96ce76e6c7e58.jpg,Annoroad安诺优达,北京,47,,1,2,70000,35.00,11,4,2017,C轮
本地生活,12143,8c9315b2f27db02915f1d320e8821f5b.jpg,e袋洗,北京,70,,1,28,--,35.00,11,16,2016,B+轮
金融,1786,b79bc2a6ec114de3e4e991aa6a8f19cb.jpg,36氪集团,北京,12,,1,13,--,35.00,12,11,2016,战略投资
硬件,15021,07419fec3dfaf553fdadd76bf28f09ec.png,图灵机器人,北京,103,,1,29,35000,35.00,6,16,2018,B+轮
金融,42475,962971633cb5cd163c27cafbb6484f70.jpg,邦盛科技,浙江,12,,1,1,15000,35.00,12,4,2017,C轮
医疗健康,54892,32d850785280a7d2afbaff8df653c473.png,嘉和生物药业,上海,47,,1,22,37000,34.70,6,11,2018,战略投资
医疗健康,32236346,3e86cb0f25973265f2ef26c619a274a3.png,科信美德,北京,47,,1,20,20000,34.50,11,2,2017,A轮
电子商务,71450,f7b24798925366be40ad135263d8d376.png,震坤行工业超市,上海,145,,2,28,12900,33.80,8,4,2018,C轮
体育运动,33074939,5b939c6aae0b0094206042c708698742.png,爱奇艺体育,北京,210,,1,4,35000,33.50,9,14,2018,A+轮
医疗健康,29543,da7a024e6378599aaa17883f28b96ae0.jpg,3DMed思路迪,上海,47,,1,23,67000,33.50,11,6,2017,E轮
工具软件,32448,dc760186b40e9e2653169fcab80a7882.png,摩比神奇360 Security,北京,161,,2,19,10000,33.15,2,3,2016,B轮
金融,18266,186cf4b8ea7d9419adb359a0d4588177.jpg,嘉楠耘智Canaan,北京,12,,1,3,30000,33.00,5,2,2017,A轮
企业服务,35648,9d987cd96f5de8d75999cbb4bc3c49fd.png,中译语通,北京,126,,1,21,33400,33.00,12,4,2017,C轮
物流,14345,archive/14345.png,宅急送,北京,211,,1,1,50000,33.00,10,2,2014,A轮
金融,3379,dfd6355f9ebe13ed636c38eb16819b66.jpg,意时网,上海,12,,1,20,--,33.00,1,4,2016,C轮
房产服务,9966,55d471f0372471c3357153ba2d444941.png,酷家乐,浙江,38,,2,9,10000,32.50,3,5,2018,D轮
体育运动,10335,d315bbb37545f8502060bedc4021b6f5.png,昆仑决,北京,210,,2,3,--,32.50,5,16,2017,B+轮
社交网络,241,1c6ae551d1137179bc3d2d69993136ca.png,Blued,北京,135,,2,2,10000,32.50,2,5,2018,D轮
教育,5750,7e4393adb534c81c63fe7101c053cf37.png,小站教育,上海,1,,2,7,8400,32.50,12,4,2015,C轮
企业服务,2394,archive/2394.png,容联云通讯,北京,126,,2,1,3000,32.50,3,19,2018,C+轮
电子商务,14177,0d95c029fbaacc2bf3fc9b8c8aeda02b.jpg,5miles,北京,145,,2,27,--,32.50,8,11,2018,战略投资
电子商务,19339,b98c5edc745e7dab213e6088d08e5553.jpg,丽人丽妆,上海,145,,2,3,10000,32.50,4,3,2015,B轮
医疗健康,33534,9c77a402bfc79e27bb571b1a8df9c27f.png,启明医疗,浙江,47,,2,16,--,32.50,5,11,2018,战略投资
房产服务,54842,d6107da0333e179557316b909042eac1.jpg,Atour亚朵酒店,上海,38,,2,23,10000,32.50,12,4,2016,C轮
企业服务,29408,56825994e87b30493214c6c14dae401a.png,斗米,北京,126,,2,19,4000,32.50,10,3,2016,B轮
企业服务,19694,cd2aada34270c8be4a299ea2f949be50.jpg,易点租,北京,126,,2,16,6000,32.50,10,5,2018,D轮
电子商务,30334,13bafb25c428268a5145be4e662614f3.jpg,海拍客,浙江,145,,2,28,5000,32.50,2,4,2018,C轮
硬件,35254,7da0b23363c9b99b2350a4ef9d66d6e1.jpg,达闼科技CloudMinds,广东,103,,2,18,10000,32.50,2,2,2017,A轮
旅游,22868,3aa81e2e88c971cf846c6de9459a8177.png,皇包车,北京,57,,2,1,5000,32.50,3,4,2018,C轮
金融,19802235,1931828f780d3dc46e38defa1e6dfc05.png,小黑鱼科技,江苏,12,,2,22,5000,32.50,8,14,2018,A+轮
医疗健康,32193,054b95246935b5f8fb8f3337ee5fdda7.png,天演药业,江苏,47,,2,27,5000,32.50,3,4,2018,C轮
医疗健康,32501582,4aec93bf0e7b47a533f24913d16ac934.png,和铂医药,上海,47,,2,27,8500,32.50,8,3,2018,B轮
文化娱乐,61160,1db3451f904b606a71a787a063fccdfa.jpg,Live.me,北京,115,,2,8,5000,32.50,11,3,2017,B轮
房产服务,42608,34691aa9b5d0c11d5b7ed087771f0182.png,蛋壳公寓,北京,38,,2,6,7000,32.50,6,16,2018,B+轮
硬件,15619476,d5f03cce1406125f67bae922fc0d61f1.png,翱捷科技ASR,上海,103,,2,13,10000,32.50,7,3,2018,B轮
文化娱乐,19070,6631937948a79a895aa365988c84a46b.jpg,一条视频,上海,115,,2,22,--,32.50,1,19,2018,C+轮
文化娱乐,59232,b087e8c909fcd1b7b9ef563d95d73a1d.png,BIGO LIVE百果园网络,广东,115,,2,5,27000,32.50,6,5,2018,D轮
汽车交通,45129,017aa68609aa39caf0dd44c73c006e56.jpg,卖好车,浙江,28,,2,13,5000,32.50,3,16,2018,B+轮
教育,725,ff53cc3c7d3025caea5ff57f71db76d1.png,厦门神州鹰,福建,1,,1,7,--,32.00,7,19,2018,C+轮
物流,41258,9376dc4f39a4cca9896cefc7549c17d0.png,优速快递,上海,211,,1,20,--,32.00,4,3,2018,B轮
金融,960,bc6c49beb2786b16692a7fc27692bc72.png,雪球,北京,12,,2,16,12000,31.20,7,5,2018,D轮
教育,16872,d3fab643144080d8e406e7901bc42d6a.png,华渔教育,福建,1,,2,7,5250,30.55,1,2,2015,A轮
本地生活,20075683,dcf8e0e7be79b82af61c1aebf8d66b4a.png,乐城,安徽,70,,1,10,30000,30.00,8,3,2018,B轮
旅游,10954,archive/10954.png,真旅网,上海,57,,1,22,60000,30.00,3,4,2016,C轮
汽车交通,20334,8df3525fc4b53b6f2aab588fea3ab02d.png,图吧,北京,28,,1,11,67000,30.00,9,11,2018,战略投资
物流,10216,archive/10216.png,卡行天下,上海,211,,1,16,--,30.00,12,5,2016,D轮
企业服务,17243,d607276a5b67af94941ac8c07f40f8b1.png,Video++,上海,126,,1,11,72100,30.00,9,19,2018,C+轮
医疗健康,8060033,b535f7d18e5e0fc6a57a7d40fe3437b6.png,玉溪沃森生物,云南,47,,1,17,60000,30.00,10,11,2017,战略投资
文化娱乐,26018,67fb7ccdf52589ef549773d209375f24.jpg,柠萌影业,上海,115,,1,9,--,30.00,3,4,2018,C轮
金融,31802,517ae149544629a64ca155178ef85176.png,PingPong金融,浙江,12,,1,18,--,30.00,9,4,2018,C轮
医疗健康,22949,b62030268a003b91bf9b323bca3eee8f.jpg,叮当快药,北京,47,,1,19,--,30.00,1,3,2018,B轮
医疗健康,74532,40ed1c7bad40900ff6e21e979f5854dc.png,碧莲盛,北京,47,,1,9,50000,30.00,1,11,2018,战略投资
体育运动,26518,03740927d88eb4dd9ac37cf0052ac213.jpg,宏远时代,黑龙江,210,,1,16,30000,30.00,10,2,2016,A轮
汽车交通,32125,29f293549df8ddf5950bf8a574514e70.jpg,中驰车福,北京,28,,1,22,--,30.00,6,4,2018,C轮
汽车交通,61131,4f99323c20075a8e67b16a448d094328.jpg,行圆汽车,北京,28,,1,5,50000,30.00,3,2,2018,A轮
企业服务,24628,cb32dd64327ca54bc33e75f12c53ec03.png,理才网,广东,126,,1,18,60000,30.00,10,3,2016,B轮
本地生活,18614,252e4d517ab904af9c2bd2d78b3e9a18.jpg,俺来也,上海,70,,1,28,12000,30.00,12,16,2017,B+轮
电子商务,25174,7398d67fd8ab6045627b02ed9a4ada77.png,五洲会海购,广东,145,,1,3,157000,30.00,12,3,2015,B轮
本地生活,10601,97dfcb1a332d2fbcfd5960e5cda2ae89.png,河狸家美甲,北京,70,,1,11,30000,30.00,5,5,2017,D轮
文化娱乐,28342,8c337f4e5fe8bd6d2559e5a6c77666ef.jpg,丝芭传媒SNH48,上海,115,,1,9,--,30.00,5,4,2017,C轮
房产服务,17581,fc773d879ea6bce2b0f3735e3508c878.jpg,房司令,江苏,38,,1,20,51500,30.00,1,7,2018,F轮-上市前
本地生活,17614,eb673e4a8a8e574136b8724441307b41.jpg,Today便利店,湖北,70,,1,1,30000,30.00,6,16,2018,B+轮
旅游,6469,archive/6469.png,八爪鱼在线旅游,江苏,57,,1,8,60000,30.00,4,4,2018,C轮
医疗健康,35976,6011b483317704bbea51beac682d75e8.png,推想科技,北京,47,,1,19,30000,30.00,3,4,2018,C轮
电子商务,14352,archive/14352.png,九块邮,湖北,145,,1,13,60000,30.00,4,4,2016,C轮
硬件,9366,e0e035325e289d43770a8806b254442c.png,极米科技,四川,103,,1,12,60000,30.00,3,11,2018,战略投资
汽车交通,14779,29da7d0488a1d3775c4d7f7cd902d2fe.jpg,车猫二手车,浙江,28,,1,21,120000,30.00,8,3,2015,B轮
游戏,3906,archive/3906.png,墨麟股份,广东,80,,1,20,--,30.00,1,4,2016,C轮
金融,33434,ad194a2c2842791152673ae1bc0a3696.png,知牛财经,广东,12,,1,22,100000,30.00,3,11,2016,战略投资
金融,21005,46522aa76aced4d6a9d083dfe4d116ef.png,买单侠,上海,12,,1,28,50000,30.00,3,11,2017,战略投资
医疗健康,35076,48512cdbef58d7a4b7d21f9ffd3992ee.png,海普洛斯,广东,47,,1,28,--,30.00,6,3,2018,B轮
硬件,14566,0608c5fc8687e3dd0fd40b343687e271.png,华捷艾米,江苏,103,,1,13,50000,30.00,3,3,2018,B轮
医疗健康,33850,2c4ef07a369faa8c9e108b33b6a1e87d.jpg,药师帮,广东,47,,1,14,42000,30.00,6,4,2018,C轮
旅游,2005,archive/2005.png,穷游网,北京,57,,2,5,5700,29.90,1,5,2016,D轮
电子商务,20596922,43936efac8c773d2cabb3d57427a0c5b.png,享物说,上海,145,,2,1,6500,29.25,8,16,2018,B+轮
医疗健康,53680,bfe88b5a88643ebaa76175ec695b9b91.png,山东立健,山东,47,,1,15,58000,29.00,11,11,2016,战略投资
企业服务,24217,f440b0374fe76a4e0b2d647e40c01ee9.png,兑吧,浙江,126,,2,22,11000,28.60,8,4,2018,C轮
医疗健康,3302,archive/3302.png,东软熙康网,北京,47,,2,2,6400,28.00,8,3,2016,B轮
汽车交通,53804,fb5b5bf5d75524905bc30a1dbee6925c.jpg,大圣车服,广东,28,,1,6,55000,27.50,11,11,2017,战略投资
医疗健康,24473,cdea39f91f07103a9d03abf0585197ef.png,人和未来,北京,47,,1,26,25000,27.50,7,2,2017,A轮
硬件,10553,fd4eef908113d5778e48f95b8abc083d.jpg,亿航智能,广东,103,,2,24,4200,27.30,8,3,2015,B轮
本地生活,2878,archive/2878.jpg,波奇网,上海,70,,1,22,--,27.00,8,5,2017,D轮
汽车交通,9935,afbe7edacdd95c8a3109c3bdd5800184.png,惠开车i保养,上海,28,,1,6,26000,26.00,11,14,2017,A+轮
教育,24770,2363ac9938263ee06804a96ee88b5d46.png,兰迪少儿英语,浙江,1,,1,19,52000,26.00,6,4,2018,C轮
医疗健康,818,archive/818.png,咕咚网,四川,47,,2,9,2000,26.00,2,19,2018,C+轮
电子商务,23579,42426b2302e378ab931847fee8aeff9d.jpg,西域机电,上海,145,,2,3,10000,26.00,12,5,2017,D轮
电子商务,27521,e85866878a772b6e5333f82dd73b8378.png,衣二三,北京,145,,2,7,--,26.00,9,11,2018,战略投资
体育运动,17389,a49654e83ca3325ad89cb44a1a44b74f.jpg,SECA盛力世家,上海,210,,2,21,10000,26.00,1,4,2016,C轮
医疗健康,15546978,086f60cc55390d8b0ff06ac6943c0801.png,EOC Pharma Group,上海,47,,2,8,3200,26.00,11,3,2017,B轮
企业服务,13226,64c2cb63f97a5ec2f1354c5395e7e5bf.png,Patsnap智慧芽,江苏,126,,2,10,--,26.00,10,20,2018,D+轮
企业服务,48534,6367596907f37acd748311cfd2a80f74.png,联璧电子,上海,126,,2,26,8000,26.00,5,3,2016,B轮
金融,30624,f342e6f551aebb237eaa06f3a8d59949.jpg,凤凰金融,北京,12,,2,12,8000,26.00,12,2,2015,A轮
医疗健康,54591,4fbb9f95345a42a8b3dfcd42f021c70c.png,一脉阳光,广东,47,,1,18,13000,26.00,9,16,2018,B+轮
医疗健康,32669326,60343f2681fa50d86f0e74e54d90e548.png,药明巨诺,上海,47,,2,8,9000,25.35,3,2,2018,A轮
电子商务,15681,0d86baf22869efc53b1d0ad9fe828a3f.png,大易有塑,广东,145,,2,16,--,25.03,8,19,2018,C+轮
硬件,22077,59324a8e122cae4aed0e4af22aed2ab8.png,深之蓝,天津,103,,1,11,25000,25.00,7,3,2018,B轮
旅游,2549,090f767618b35dc7dae9d89d02c2d399.png,要出发周边游,广东,57,,1,18,55000,25.00,4,5,2016,D轮
医疗健康,2485452,c8dbf30bfbe05b6e85db30af5e636a5f.png,Bellen,北京,47,,1,27,--,25.00,9,4,2018,C轮
电子商务,7821,4fe5b6df61fd947a456a9af7cfb968f5.png,Molbase,上海,145,,1,9,50000,25.00,5,5,2017,D轮
企业服务,110,0fcc9677b5c4aa04dc9c9247c555c789.png,梆梆安全Bangcle,北京,126,,1,21,50000,25.00,9,5,2016,D轮
文化娱乐,64288,59729737408df74da77c0ccb6d9a095f.png,兴格传媒,上海,115,,1,13,50000,25.00,6,3,2017,B轮
电子商务,807,archive/807.png,天天果园,上海,145,,1,8,10000,25.00,8,20,2016,D+轮
电子商务,66929,0fb0289c5ca3fc503aa1b8526a78bbd7.jpg,深兰科技,上海,145,,1,25,30000,25.00,4,3,2018,B轮
企业服务,34864,07aca2aafb08c7d834027e1c68219ec1.jpg,特斯联科技,北京,126,,1,4,50000,25.00,7,14,2017,A+轮
汽车交通,62746,fb8d797db7a873e4dc6b4d525c8ffde1.jpg,六点整北斗,湖北,28,,1,28,--,25.00,7,12,2017,Pre-A轮
文化娱乐,31915,80262a8db0a3d5517236195f9129f155.png,全民直播,上海,115,,1,28,50000,25.00,9,2,2016,A轮
汽车交通,43118,0206c5ac7ec4dcc7d1d01b5c6a68bfe0.png,车通云,上海,28,,1,27,50000,25.00,4,4,2018,C轮
硬件,1000,bfa5fd5d1fe75a352767f15c007c6955.png,Makeblock,广东,103,,1,30,30000,25.00,8,4,2018,C轮
教育,26004,278462a52c3fe010f6bd0b8feff99c4f.jpg,广州中星集团,广东,1,,1,7,50000,25.00,11,2,2016,A轮
汽车交通,27395,5bca11d84095a90fc9782d65f78c559d.jpg,滚雷进口车,北京,28,,1,19,50000,25.00,1,11,2018,战略投资
电子商务,29371,002758b343918db2b01dd30bc0b6150a.png,爆款易Club Factory,浙江,145,,2,11,10000,25.00,2,4,2018,C轮
本地生活,27459,069d02fdba193f4e39958f0c93acfe2d.png,平安WiFi,广东,70,,1,2,55000,25.00,3,11,2017,战略投资
医疗健康,10590977,72d82b21d967d3aa096130021c1991a5.png,致新医疗,北京,47,,1,29,25000,25.00,1,2,2018,A轮
汽车交通,12623036,9ef2e898a5d10867b9e519a61998a28b.jpg,博郡汽车,江苏,28,,1,29,--,25.00,8,11,2018,战略投资
文化娱乐,13684,a4d85a17437cd5d58912b37cedf62e78.png,新乐视文娱,北京,115,,1,25,53160,24.37,9,11,2018,战略投资
教育,29227,eb8d4fd51c88580c1156f9f19d3d4ced.png,松鼠AI智适应教育,上海,1,,1,4,60000,24.00,7,2,2018,A轮
企业服务,34108,f313861c91c6fde27c5b73cea258072c.png,XSKY星辰天合,北京,126,,1,27,24000,24.00,4,4,2018,C轮
医疗健康,34446,3525c5dca0c520a489835423378c5ed1.png,华领医药,上海,47,,2,27,11740,24.00,3,6,2018,E轮
企业服务,4763,archive/4763.jpg,App Annie,北京,126,,2,15,6300,24.00,1,6,2016,E轮
企业服务,26872,07e931bcd6ac88cee6ac4148d35fe534.jpg,慧算账,北京,126,,1,26,--,24.00,9,4,2018,C轮
金融,27143,1f2a31167a56e7f4f3ee03d8b943d87d.png,美利金融,北京,12,,2,8,3788,24.00,4,16,2018,B+轮
医疗健康,46303,5d3bcf2dec28a7495fb572afe47b3a98.jpg,联合丽格,北京,47,,1,18,40000,24.00,9,4,2018,C轮
游戏,17962,f9564b033b6340d922db48aeda302132.jpg,海马玩,北京,80,,1,27,36000,24.00,7,4,2017,C轮
企业服务,6990,archive/6990.png,星环科技TransWarp,上海,126,,1,4,23500,23.50,5,4,2017,C轮
游戏,30317,9cc329a6b25955e205bb658ba085877e.png,触手TV,浙江,80,,2,5,12000,23.40,1,20,2018,D+轮
电子商务,24655707,06241540739406e917c1c851797624ce.png,爱库存,上海,145,,1,2,58000,23.20,7,3,2018,B轮
教育,1032,archive/1032.png,爱乐奇,上海,1,,2,19,3750,23.00,11,5,2017,D轮
企业服务,2439,d42367acc87283a696cae340c6da9100.jpg,百分点科技,北京,126,,1,8,40000,23.00,9,5,2015,D轮
电子商务,32417,634b76e646b135442ff72723b29fa9a5.png,豌豆公主,北京,145,,2,22,6800,22.80,11,4,2017,C轮
社交网络,14022,b5de6e9d92d171b94a7aaf82c4977422.jpg,探探,北京,135,,2,8,7000,22.75,6,5,2017,D轮
游戏,16221,bbbd435e232eab8863bcb0ab0def8a2e.jpg,KK直播,浙江,80,,2,1,7000,22.75,1,3,2014,B轮
硬件,67607,804e01a101a6a86e871e565baf875377.png,雷鸟科技,广东,103,,1,2,30000,22.50,5,11,2018,战略投资
硬件,35778,a8aad4d573bf23159a6afbe41e62ae03.png,海博思创,北京,103,,1,19,44500,22.50,2,3,2016,B轮
医疗健康,43852,3741013934678de73d91124bc74dfe98.png,欢乐口腔,北京,47,,1,3,45000,22.50,6,3,2018,B轮
医疗健康,56717,5c25ec7efbe6fb9f5c9e3e8873c519ba.png,康希诺,天津,47,,1,19,45000,22.50,4,4,2017,C轮
本地生活,30668522,cf0557519d0e7435683bbc075a64f796.png,瑞派宠物,天津,70,,1,3,15000,22.00,8,16,2018,B+轮
电子商务,14418,c2a298b2e4539b240a40f57511ed926f.png,闪电购,浙江,145,,1,9,26700,22.00,8,4,2016,C轮
企业服务,23075,8a5593215be1d74b427a5c4168a680ed.png,Hillstone山石网科,北京,126,,1,13,--,22.00,4,6,2016,E轮
硬件,25977,19f01027530d51d91414cf65efb9778e.jpg,Yuneec昊翔,上海,103,,2,27,6000,22.00,8,2,2015,A轮
企业服务,7994,0eb61e64f2a34ca6a3425bfdfb002a2f.png,EasyStack,北京,126,,1,7,--,22.00,8,19,2018,C+轮
金融,29364,1267d97ec4512bd70d5a0eae1012119d.jpg,爱财集团,浙江,12,,1,28,22000,22.00,4,4,2017,C轮
医疗健康,82572,67dd8c17bb9700c7f9644deb09662bb7.png,长风药业,江苏,47,,1,28,44000,22.00,8,5,2017,D轮
汽车交通,18006,f16d78c2bdaa5cce94938c8914c41a01.png,悟空租车,北京,28,,1,17,46500,21.50,7,3,2017,B轮
本地生活,15461,a5d775c3ebbc7623f5d9a695eb4827f5.PNG,网鱼网咖,上海,70,,1,26,21000,21.00,1,5,2017,D轮
医疗健康,56295,b6231c7e48bf9d7f994d20ec3ec18d75.png,闻泰医疗,上海,47,,1,24,--,21.00,8,16,2017,B+轮
金融,9079,archive/9079.png,鑫合汇,浙江,12,,1,15,71000,21.00,12,3,2016,B轮
医疗健康,32767534,8b881cb78c866a3e462fdde551c18f6a.png,百奥赛图,北京,47,,1,10,41000,20.50,4,4,2018,C轮
企业服务,3173,f02e25f73a03aef712253e0972d9cbca.png,销售易CRM,北京,126,,1,2,10000,20.00,4,20,2018,D+轮
硬件,35740,f54edeb9691334956919687437337e73.jpg,蜂联科技,广东,103,,1,3,30000,20.00,6,3,2016,B轮
金融,11190,0900e60a3b9c98cea0ac288712ae89a4.png,懒财金服,北京,12,,1,11,50000,20.00,7,19,2018,C+轮
金融,81138,a53a6ca1957dbdb33ed9ea24c6ce1969.png,民生易贷,广东,12,,1,16,40000,20.00,8,2,2017,A轮
硬件,5442,e801ed54fb671b266884c039cfc13fad.png,坚果投影,广东,103,,1,16,60000,20.00,3,4,2016,C轮
